dealer,city,state,bac,model,vin,year,true_age_days,inventory_type,pressure_score
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 3500 HD,2GC4KTE76T1133891,2026,155,new,35
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 3500 HD,2GC4KTE77T1160100,2026,94,new,33.13
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 1500,1GCUKGEL7TZ252366,2026,139,new,16.63
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 3500 HD,2GC4KTE75T1139116,2026,160,new,35
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 3500 HD Chassis Cab,1GB3KSE7XSF305230,2025,163,new,18.5
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 1500,3GCUKGEL5TG263771,2026,54,new,13.8
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 3500 HD Chassis Cab,1GB3KSEY4TF159868,2026,15,new,14
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 1500,2GCUKEEDXT1175241,2026,52,new,13.73
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1GB3GSC77S1229323,2025,260,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1HA3GTC70SN016252,2025,232,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1HA3GTC75SN016473,2025,232,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1HA3GTC79SN016248,2025,210,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1GB0GRF79S1201000,2025,323,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cutaway 3500,1HA0GRF7XSN006278,2025,395,new,38
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Silverado 1500,1GCUKEED9TZ105608,2026,146,new,16.87
"REYMORE CHEVROLET SALES, INC.",Central Square,NY,115308,Express Cargo,1GCZGGF75T1203321,2026,29,new,0.97
PARKWAY CHEVROLET,CANTON,NY,164025,Equinox,3GNAXPEG6TL323577,2026,115,new,24.83
PARKWAY CHEVROLET,CANTON,NY,164025,Equinox,3GNAXPEG1TL306816,2026,185,new,26
PARKWAY CHEVROLET,CANTON,NY,164025,Silverado 1500,1GCPKDEK0TZ148613,2026,245,new,23
PARKWAY CHEVROLET,CANTON,NY,164025,Colorado,1GCPTFEK3T1220122,2026,24,new,0.8
PARKWAY CHEVROLET,CANTON,NY,164025,Silverado 2500 HD,1GC3KLE72TF220384,2026,71,new,26.37
PARKWAY CHEVROLET,CANTON,NY,164025,Traverse,1GNEVLKS3TJ257473,2026,97,new,21.23
PARKWAY CHEVROLET,CANTON,NY,164025,Silverado 2500 HD,2GC4KMEY4T1127117,2026,188,new,29
PARKWAY CHEVROLET,CANTON,NY,164025,Silverado 2500 HD,2GC4KNEYXT1141948,2026,153,new,29
PARKWAY CHEVROLET,CANTON,NY,164025,Silverado 3500 HD,2GC4KVEY5T1174212,2026,56,new,1.87
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LFEP3TC138386,2026,3,new,73.74
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LFEP3TC096656,2026,78,new,76.24
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LHEP6TC095612,2026,79,new,76.27
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LHEP3TC094918,2026,79,new,76.27
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEPXTC023349,2026,195,new,78.64
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP5TC049860,2026,131,new,78
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP3TC065139,2026,110,new,77.3
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP0TC091679,2026,73,new,76.07
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP9TC093544,2026,73,new,76.07
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP7TC091873,2026,66,new,75.84
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP0TC092900,2026,61,new,75.67
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LGEP2TC095584,2026,66,new,75.84
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LGEP5TC095269,2026,66,new,75.84
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP5TC050023,2026,129,new,77.94
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LGEP8TC095900,2026,78,new,76.24
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP1TC094665,2026,79,new,76.27
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP8TC095530,2026,71,new,76
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LKEP8TC095611,2026,68,new,75.9
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP1TC095394,2026,66,new,75.84
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP1TC095573,2026,65,new,75.8
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP6TC117437,2026,26,new,74.5
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MNSL0TB180053,2026,8,new,9.6
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trax,KL77LJEP9TC095241,2026,68,new,75.9
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL3TB186761,2026,7,new,9.57
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL6TB165516,2026,17,new,9.9
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL1TB163074,2026,15,new,9.83
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL8TB163024,2026,15,new,9.83
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Equinox,3GNAXHEG0TL408002,2026,38,new,8.02
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Bolt,1G1FY6EV5VF105334,2027,62,new,20.07
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MUSL1TB034643,2026,243,new,14.33
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL0TB182831,2026,8,new,9.6
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL4TB186350,2026,8,new,9.6
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Trailblazer,KL79MRSL6TB115764,2026,71,new,11.7
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Equinox,3GNAXPEG4TL407901,2026,84,new,9.55
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Equinox,3GNAXPEGXTL473952,2026,27,new,7.65
INGERSOLL AUTO OF DANBURY,Danbury,CT,259688,Equinox,3GNAXPEG3TL476515,2026,26,new,7.62
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trax,KL77LHEP7TC096770,2026,79,new,9.38
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trax,KL77LGEP8TC112257,2026,44,new,8.22
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trax,KL77LHEP1TC117497,2026,21,new,7.45
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trax,KL77LGEP6TC129932,2026,2,new,6.82
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trailblazer,KL79MRSL1TB156691,2026,16,new,0.53
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Trailblazer,KL79MRSL2TB158594,2026,16,new,0.53
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Bolt,1G1FY6EV6VF109909,2027,12,new,0.4
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG4TL400527,2026,52,new,5.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG5TL400651,2026,52,new,5.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG6TL475486,2026,29,new,4.9
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG6TL460258,2026,9,new,4.24
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG2TL311085,2026,115,new,7.77
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG0TL474026,2026,30,new,4.94
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG5TL413562,2026,52,new,5.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG5TL411195,2026,36,new,5.14
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG1TL448132,2026,23,new,4.7
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG0TL447411,2026,22,new,4.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG4TL447346,2026,22,new,4.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXPEG7TL447437,2026,9,new,4.24
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXSEGXTL394610,2026,52,new,5.67
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXSEG8TL425739,2026,34,new,5.07
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Blazer,3GNKBHR47SS107699,2025,577,new,23
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Colorado,1GCPTCEK3T1212407,2026,8,new,8.27
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,3GCNKAED7TG319431,2026,3,new,0.1
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXSEG5TL438710,2026,23,new,4.7
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Equinox,3GNAXTEG1TL401241,2026,17,new,4.5
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,3GCNKAEK5TG313447,2026,41,new,1.37
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Blazer EV,3GNKDGRJ4SS135079,2025,344,new,23
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,1GCPKBEK7TZ280658,2026,35,new,1.17
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,1GCPKBEK9TZ292584,2026,35,new,1.17
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,1GCPKBEKXTZ294327,2026,35,new,1.17
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,1GCPKBEK2TZ302954,2026,24,new,0.8
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Colorado,1GCPTDEK7T1166392,2026,128,new,12.27
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Silverado 1500,1GCRKKEK9TZ305150,2026,28,new,0.93
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Colorado,1GCPTDEKXT1229369,2026,13,new,8.43
"COLONIAL SOUTH CHEVROLET, INC.",North Dartmouth,MA,114941,Traverse,1GNEVGKS2TJ258640,2026,36,new,1.2
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trax,KL77LHEP4TC111161,2026,44,new,14.97
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trax,KL77LHEP5TC095939,2026,78,new,16.1
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trax,KL77LJEP9TC094476,2026,80,new,16.17
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trax,KL77LKEP3TC116106,2026,42,new,14.9
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trailblazer,KL79MRSL2TB033255,2026,266,new,32
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trailblazer,KL79MRSL2TB050461,2026,244,new,32
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trailblazer,KL79MRSL4TB055189,2026,226,new,32
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox,3GNAXPEG5TL342072,2026,149,new,16.97
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Trailblazer,KL79MUSL1TB090131,2026,136,new,31.53
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox,3GNAXPEGXTL415663,2026,43,new,13.43
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox,3GNAXPEG2TL420792,2026,29,new,12.97
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Colorado,1GCPSCEK5T1110769,2026,273,new,11.75
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox EV,3GN7DNRRXTS137937,2026,146,new,25.87
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox,3GNAXTEG6TL411974,2026,80,new,14.67
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox EV,3GN7DNRR4TS108210,2026,232,new,26
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Equinox,3GNAXTEG0TL401697,2026,38,new,13.27
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Colorado,1GCPTCEK8T1217067,2026,30,new,7.75
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Blazer EV,3GNKDBRM0SS254972,2025,267,new,26
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Colorado,1GCPTCEK8T1229056,2026,13,new,7.18
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Blazer EV,3GNKDBRM0SS244698,2025,273,new,26
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Colorado,1GCPTCEK6T1228343,2026,9,new,7.05
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Blazer,3GNKBHR40TS136365,2026,3,new,0.1
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Traverse,1GNERGKS6TJ114531,2026,275,new,26
"TERRYVILLE CHEVROLET, LLC",Terryville,CT,169813,Traverse,1GNEVGKS0TJ201062,2026,177,new,26
OPEN ROAD CHEVROLET,Union,NJ,296044,Silverado 2500 HD,2GC4KNE76T1119260,2026,194,new,15.5
OPEN ROAD CHEVROLET,Union,NJ,296044,Equinox,3GNAXSEG5TL323752,2026,154,new,23
OPEN ROAD CHEVROLET,Union,NJ,296044,Equinox EV,3GN7DNRP1TS114951,2026,136,new,25.53
OPEN ROAD CHEVROLET,Union,NJ,296044,Equinox EV,3GN7DNRP2TS114957,2026,136,new,25.53
OPEN ROAD CHEVROLET,Union,NJ,296044,Silverado EV,1GC403ED5TU403905,2026,52,new,1.73
OPEN ROAD CHEVROLET,Union,NJ,296044,Colorado,1GCPTFEK4T1193397,2026,52,new,1.73
OPEN ROAD CHEVROLET,Union,NJ,296044,Suburban,1GNS6FKD5TR271993,2026,52,new,1.73
OPEN ROAD CHEVROLET,Union,NJ,296044,Silverado 2500 HD,2GC4KME71T1133187,2026,52,new,12.23
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LHEP3TC140862,2026,23,new,11.77
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LHEP0TC053503,2026,154,new,16
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LHEP6TC073254,2026,115,new,14.83
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LGEP1TC125755,2026,34,new,12.13
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trailblazer,KL79MNSL1TB192261,2026,13,new,10.93
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LJEP5TC123066,2026,37,new,12.23
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trax,KL77LKEP4TC146327,2026,8,new,11.27
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Trailblazer,KL79MRSL2SB203581,2025,372,new,15.5
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXPEG1TL307996,2026,190,new,19
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXPEG5TL475835,2026,16,new,14.53
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXPEG9TL405383,2026,86,new,16.87
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Bolt,1G1FZ6EV8VF108614,2027,29,new,0.97
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXPEG5TL455195,2026,21,new,14.7
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXPEG7TL463766,2026,31,new,15.03
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox EV,3GN7DMRR6TS157855,2026,58,new,12.43
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXTEG6TL472645,2026,20,new,14.67
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXTEG2TL426374,2026,2,new,14.07
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXTEG6TL427317,2026,63,new,16.1
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox,3GNAXTEG7TL474324,2026,23,new,14.77
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Colorado,1GCPTBEK0T1195835,2026,58,new,1.93
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Colorado,1GCPTDEK8T1202588,2026,51,new,1.7
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Equinox EV,3GN7DSRR1SS212313,2025,379,new,15.5
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,1GCPKBEK4TZ193428,2026,196,new,25.57
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,1GCPKBEKXTZ210653,2026,182,new,25.57
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Blazer EV,3GNKDGRJ1TS100257,2026,159,new,23
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Blazer,3GNKBJR45TS159793,2026,44,new,1.47
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Traverse,1GNEVJKS3TJ259874,2026,92,new,30.07
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,3GCPKCEKXTG219049,2026,118,new,24.5
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Traverse,1GNEVGKS2TJ160708,2026,224,new,32
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Traverse,1GNEVJKS7TJ265273,2026,86,new,29.87
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,1GCUKEED7TZ322493,2026,34,new,21.7
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,1GCUKEED7TZ323045,2026,10,new,20.9
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,1GCUKEED8TZ344437,2026,3,new,20.67
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 1500,2GCUKEED3T1164727,2026,76,new,23.1
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Traverse,1GNEVLKS1TJ266897,2026,84,new,29.8
FAIRFIELD CHEVROLET-CADILLAC,LEWISBURG,PA,191474,Silverado 2500 HD,1GC5KME70TF270196,2026,10,new,0.33
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 1500,1GCUKEED9TZ331258,2026,10,new,13.83
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 3500 HD,1GC4KVEY3TF215395,2026,77,new,13.07
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Blazer EV,3GNKDGRJ8SS256567,2025,273,new,26
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Blazer EV,3GNKDGRJ0SS250391,2025,283,new,26
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 2500 HD,2GC4KPEY8T1167721,2026,77,new,20.57
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 3500 HD,2GC4KUE7XT1188981,2026,7,new,10.73
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Tahoe,1GNS6RKL1TR257176,2026,72,new,20.4
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 1500,1GCPKWEKXTZ279060,2026,80,new,16.17
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 1500,3GCPKWEK5TG298339,2026,9,new,13.8
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Silverado 1500,1GCPKKEK1TZ254363,2026,136,new,18.03
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Colorado,1GCPTDEK1T1228272,2026,10,new,0.33
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Traverse,1GNEVJKS7TJ325908,2026,15,new,0.5
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Colorado,1GCPTEEK8T1209482,2026,41,new,1.37
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Traverse,1GNEVJKS7TJ326766,2026,14,new,0.47
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Blazer,3GNKBHR42TS155306,2026,63,new,23.1
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Blazer,3GNKBHR40TS139153,2026,150,new,26
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXSEG1TL430667,2026,62,new,29.57
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXPEG8TL431795,2026,56,new,29.37
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXPEG2TL327450,2026,177,new,32.5
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXPEG8TL360033,2026,146,new,32.37
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXPEG4TL358778,2026,136,new,32.03
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LKEP0TC106746,2026,64,new,29.63
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LJEP8TC055281,2026,156,new,32.5
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LJEP1TC116342,2026,55,new,29.33
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LHEP3TC106985,2026,64,new,29.63
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Equinox,3GNAXPEG4TL392381,2026,63,new,29.6
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LHEP2TC058394,2026,85,new,30.33
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trailblazer,KL79MRSL2TB159857,2026,59,new,22.22
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trailblazer,KL79MPSL2TB146580,2026,82,new,22.98
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trailblazer,KL79MTSL5TB133878,2026,66,new,22.45
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trailblazer,KL79MNSLXTB117901,2026,87,new,23.15
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Trax,KL77LFEP7TC024584,2026,206,new,32.5
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Bolt,1G1FZ6EV9VF102711,2027,87,new,13.4
"ELM CHEVROLET COMPANY, INC.",Elmira,NY,115361,Bolt,1G1FZ6EV7VF107809,2027,36,new,11.7
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 5500 HG,54DEEW1D2SS500739,2025,745,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 5500 HG,54DEEW1D2SS501180,2025,720,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 5500 HG,54DEEW1D6SS501179,2025,715,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 4500 HG,54DCDW1D5SS202793,2025,679,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 4500 HG,54DCDW1D5SS208285,2025,561,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Low Cab Forward 4500 HG,54DCDW1D0SS211563,2025,435,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,BrightDrop 400,2G5ZJ2T63S9104224,2025,503,new,26
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,BrightDrop 400,2G5ZJ2T67S9104226,2025,503,new,26
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Equinox EV,3GN7DSRRXSS166108,2025,434,new,26
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Equinox EV,3GN7DNRR9TS102855,2026,233,new,26
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,1GCUKJED6TZ291424,2026,69,new,29.63
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,1GCUKJED4TZ293351,2026,66,new,29.53
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,3GCUKGED8TG290102,2026,52,new,29.07
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,3GCUKGED3TG291223,2026,52,new,29.07
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,3GCUKEED7TG299250,2026,45,new,28.83
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,2GCUKEED1T1171319,2026,63,new,29.43
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,2GCUKDED0T1183911,2026,24,new,28.13
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,2GCUKDED9T1183891,2026,24,new,28.13
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Blazer EV,3GNKDGRJXSS192015,2025,410,new,29
"MANGINO CHEVROLET, INC.",Amsterdam,NY,208767,Silverado 1500,1GCUKJEL3TZ341428,2026,23,new,28.1
